receiver_bank,time_window,transaction_count,failure_rate,timeout_rate,avg_latency,max_latency,p95_latency,bank_error_rate,avg_amount,max_amount,hour,day_of_week,is_weekend,bank_health,previous_failure_rate,previous_latency,previous_timeout_rate,failure_rate_change,latency_change,timeout_rate_change,rolling_failure_rate,rolling_latency,rolling_timeout_rate
AXIS,2026-01-01 08:05:00,1,0.0,0.0,1705.87,1705.87,1705.87,0.0,411.15,411.15,8,3,0,NORMAL,0.0,1219.69,0.0,0.0,486.17999999999984,0.0,0.0,1315.015,0.0
AXIS,2026-01-01 08:10:00,1,0.0,0.0,1085.08,1085.08,1085.08,0.0,1076.38,1076.38,8,3,0,NORMAL,0.0,1705.87,0.0,0.0,-620.79,0.0,0.0,1336.8799999999999,0.0
AXIS,2026-01-01 08:20:00,1,0.0,0.0,597.35,597.35,597.35,0.0,837.33,837.33,8,3,0,NORMAL,0.0,1085.08,0.0,0.0,-487.7299999999999,0.0,0.0,1129.4333333333332,0.0
AXIS,2026-01-01 08:25:00,1,0.0,0.0,1296.94,1296.94,1296.94,0.0,1584.26,1584.26,8,3,0,NORMAL,0.0,597.35,0.0,0.0,699.59,0.0,0.0,993.1233333333333,0.0
AXIS,2026-01-01 08:30:00,1,0.0,0.0,614.52,614.52,614.52,0.0,786.22,786.22,8,3,0,NORMAL,0.0,1296.94,0.0,0.0,-682.4200000000001,0.0,0.0,836.27,0.0
AXIS,2026-01-01 08:35:00,3,0.0,0.0,1185.1733333333334,1876.23,1789.323,0.0,522.0533333333334,929.71,8,3,0,NORMAL,0.0,614.52,0.0,0.0,570.6533333333334,0.0,0.0,1032.211111111111,0.0
AXIS,2026-01-01 08:45:00,2,0.0,0.0,1400.385,1444.4,1439.9985,0.0,200.58,240.64,8,3,0,NORMAL,0.0,1185.1733333333334,0.0,0.0,215.2116666666666,0.0,0.0,1066.6927777777778,0.0
AXIS,2026-01-01 08:50:00,1,0.0,0.0,1263.62,1263.62,1263.62,0.0,112.77,112.77,8,3,0,NORMAL,0.0,1400.385,0.0,0.0,-136.7650000000001,0.0,0.0,1283.0594444444444,0.0
AXIS,2026-01-01 08:55:00,1,0.0,0.0,899.82,899.82,899.82,0.0,723.95,723.95,8,3,0,NORMAL,0.0,1263.62,0.0,0.0,-363.79999999999984,0.0,0.0,1187.9416666666668,0.0
AXIS,2026-01-01 09:00:00,2,0.0,0.0,1348.03,1879.43,1826.29,0.0,264.065,312.69,9,3,0,NORMAL,0.0,899.82,0.0,0.0,448.2099999999999,0.0,0.0,1170.49,0.0
AXIS,2026-01-01 09:05:00,1,0.0,0.0,1521.28,1521.28,1521.28,0.0,467.04,467.04,9,3,0,NORMAL,0.0,1348.03,0.0,0.0,173.25,0.0,0.0,1256.3766666666668,0.0
AXIS,2026-01-01 09:10:00,2,0.0,0.0,1109.395,1423.88,1392.4315,0.0,815.795,1416.31,9,3,0,NORMAL,0.0,1521.28,0.0,0.0,-411.885,0.0,0.0,1326.235,0.0
AXIS,2026-01-01 09:15:00,1,0.0,0.0,548.98,548.98,548.98,0.0,358.13,358.13,9,3,0,NORMAL,0.0,1109.395,0.0,0.0,-560.415,0.0,0.0,1059.885,0.0
AXIS,2026-01-01 09:20:00,2,0.0,0.0,776.75,789.02,787.793,0.0,724.62,1305.58,9,3,0,NORMAL,0.0,548.98,0.0,0.0,227.76999999999998,0.0,0.0,811.7083333333334,0.0
AXIS,2026-01-01 09:25:00,3,0.0,0.0,1176.0600000000002,1938.47,1830.142,0.0,1068.5366666666666,1608.42,9,3,0,NORMAL,0.0,776.75,0.0,0.0,399.3100000000002,0.0,0.0,833.93,0.0
AXIS,2026-01-01 09:30:00,1,0.0,0.0,1571.9,1571.9,1571.9,0.0,497.73,497.73,9,3,0,NORMAL,0.0,1176.0600000000002,0.0,0.0,395.8399999999999,0.0,0.0,1174.9033333333334,0.0
AXIS,2026-01-01 09:35:00,1,0.0,0.0,1065.82,1065.82,1065.82,0.0,985.09,985.09,9,3,0,NORMAL,0.0,1571.9,0.0,0.0,-506.08000000000015,0.0,0.0,1271.26,0.0
AXIS,2026-01-01 09:40:00,1,0.0,0.0,1642.4,1642.4,1642.4,0.0,684.47,684.47,9,3,0,NORMAL,0.0,1065.82,0.0,0.0,576.5800000000002,0.0,0.0,1426.706666666667,0.0
AXIS,2026-01-01 09:45:00,1,0.0,0.0,470.5,470.5,470.5,0.0,601.21,601.21,9,3,0,NORMAL,0.0,1642.4,0.0,0.0,-1171.9,0.0,0.0,1059.5733333333333,0.0
AXIS,2026-01-01 09:50:00,2,0.0,50.0,1426.0749999999998,1884.1,1838.2975,0.0,225.835,403.97,9,3,0,NORMAL,0.0,470.5,0.0,0.0,955.5749999999998,50.0,0.0,1179.6583333333333,16.666666666666668
AXIS,2026-01-01 09:55:00,3,0.0,0.0,1026.246666666667,1175.25,1170.417,0.0,364.73,843.83,9,3,0,NORMAL,0.0,1426.0749999999998,50.0,0.0,-399.8283333333329,-50.0,0.0,974.2738888888889,16.666666666666668
AXIS,2026-01-01 10:05:00,2,0.0,0.0,764.62,800.22,796.66,0.0,490.345,647.27,10,3,0,NORMAL,0.0,1026.246666666667,0.0,0.0,-261.6266666666669,0.0,0.0,1072.3138888888889,16.666666666666668
AXIS,2026-01-01 10:10:00,1,0.0,0.0,1887.43,1887.43,1887.43,0.0,414.55,414.55,10,3,0,NORMAL,0.0,764.62,0.0,0.0,1122.81,0.0,0.0,1226.098888888889,0.0
AXIS,2026-01-01 10:15:00,2,0.0,0.0,1797.34,1851.21,1845.823,0.0,605.0899999999999,844.06,10,3,0,NORMAL,0.0,1887.43,0.0,0.0,-90.09000000000015,0.0,0.0,1483.13,0.0
AXIS,2026-01-01 10:20:00,7,0.0,14.285714285714285,1038.6671428571428,1855.43,1657.8919999999996,0.0,878.6214285714286,1350.48,10,3,0,NORMAL,0.0,1797.34,0.0,0.0,-758.6728571428571,14.285714285714285,0.0,1574.4790476190476,4.761904761904762
AXIS,2026-01-01 10:25:00,2,0.0,0.0,1232.535,1339.96,1329.2175,0.0,1637.565,2878.91,10,3,0,NORMAL,0.0,1038.6671428571428,14.285714285714285,0.0,193.86785714285725,-14.285714285714285,0.0,1356.1807142857142,4.761904761904762
AXIS,2026-01-01 10:30:00,5,0.0,0.0,1242.652,1682.86,1632.6239999999998,0.0,525.292,1303.29,10,3,0,NORMAL,0.0,1232.535,0.0,0.0,10.116999999999962,0.0,0.0,1171.2847142857142,4.761904761904762
AXIS,2026-01-01 10:35:00,1,0.0,0.0,699.04,699.04,699.04,0.0,33.75,33.75,10,3,0,NORMAL,0.0,1242.652,0.0,0.0,-543.6120000000001,0.0,0.0,1058.0756666666666,0.0
AXIS,2026-01-01 10:40:00,1,0.0,0.0,731.75,731.75,731.75,0.0,469.15,469.15,10,3,0,NORMAL,0.0,699.04,0.0,0.0,32.710000000000036,0.0,0.0,891.1473333333333,0.0
AXIS,2026-01-01 10:45:00,1,100.0,0.0,955.49,955.49,955.49,100.0,279.07,279.07,10,3,0,NORMAL,0.0,731.75,0.0,100.0,223.74,0.0,33.333333333333336,795.4266666666666,0.0
AXIS,2026-01-01 10:50:00,1,0.0,0.0,529.4,529.4,529.4,0.0,1996.5,1996.5,10,3,0,NORMAL,100.0,955.49,0.0,-100.0,-426.09000000000003,0.0,33.333333333333336,738.88,0.0
AXIS,2026-01-01 10:55:00,1,0.0,0.0,1121.21,1121.21,1121.21,0.0,926.82,926.82,10,3,0,NORMAL,0.0,529.4,0.0,0.0,591.8100000000001,0.0,33.333333333333336,868.6999999999999,0.0
AXIS,2026-01-01 11:00:00,1,0.0,0.0,1188.1,1188.1,1188.1,0.0,1477.4,1477.4,11,3,0,NORMAL,0.0,1121.21,0.0,0.0,66.88999999999987,0.0,0.0,946.2366666666667,0.0
AXIS,2026-01-01 11:05:00,2,0.0,0.0,1222.345,1636.86,1595.4084999999998,0.0,795.35,1255.97,11,3,0,NORMAL,0.0,1188.1,0.0,0.0,34.24500000000012,0.0,0.0,1177.2183333333332,0.0
AXIS,2026-01-01 11:20:00,2,0.0,0.0,779.38,1022.22,997.936,0.0,365.095,621.82,11,3,0,NORMAL,0.0,1222.345,0.0,0.0,-442.96500000000003,0.0,0.0,1063.2749999999999,0.0
AXIS,2026-01-01 11:25:00,1,0.0,0.0,736.68,736.68,736.68,0.0,233.97,233.97,11,3,0,NORMAL,0.0,779.38,0.0,0.0,-42.700000000000045,0.0,0.0,912.8016666666666,0.0
AXIS,2026-01-01 11:30:00,2,0.0,0.0,1144.66,1187.19,1182.937,0.0,345.97,506.25,11,3,0,NORMAL,0.0,736.68,0.0,0.0,407.98000000000013,0.0,0.0,886.9066666666666,0.0
AXIS,2026-01-01 11:35:00,4,0.0,0.0,988.1375,2187.49,1971.7194999999992,0.0,453.82,791.75,11,3,0,NORMAL,0.0,1144.66,0.0,0.0,-156.52250000000004,0.0,0.0,956.4925,0.0
AXIS,2026-01-01 11:45:00,1,0.0,0.0,1277.41,1277.41,1277.41,0.0,969.6,969.6,11,3,0,NORMAL,0.0,988.1375,0.0,0.0,289.27250000000004,0.0,0.0,1136.7358333333334,0.0
AXIS,2026-01-01 11:55:00,2,0.0,0.0,731.05,823.51,814.264,0.0,654.88,1273.07,11,3,0,NORMAL,0.0,1277.41,0.0,0.0,-546.3600000000001,0.0,0.0,998.8658333333333,0.0
AXIS,2026-01-01 12:00:00,1,0.0,0.0,912.74,912.74,912.74,0.0,807.23,807.23,12,3,0,NORMAL,0.0,731.05,0.0,0.0,181.69000000000005,0.0,0.0,973.7333333333332,0.0
AXIS,2026-01-01 12:05:00,1,0.0,0.0,701.87,701.87,701.87,0.0,835.92,835.92,12,3,0,NORMAL,0.0,912.74,0.0,0.0,-210.87,0.0,0.0,781.8866666666667,0.0
AXIS,2026-01-01 12:10:00,2,0.0,0.0,1264.405,1285.84,1283.6965,0.0,1878.47,3321.95,12,3,0,NORMAL,0.0,701.87,0.0,0.0,562.535,0.0,0.0,959.6716666666665,0.0
AXIS,2026-01-01 12:15:00,2,0.0,0.0,957.505,966.57,965.6635,0.0,880.66,1473.5,12,3,0,NORMAL,0.0,1264.405,0.0,0.0,-306.9,0.0,0.0,974.5933333333332,0.0
AXIS,2026-01-01 12:25:00,1,0.0,0.0,1422.04,1422.04,1422.04,0.0,353.99,353.99,12,3,0,NORMAL,0.0,957.505,0.0,0.0,464.53499999999997,0.0,0.0,1214.6499999999999,0.0
AXIS,2026-01-01 12:35:00,3,0.0,0.0,967.1233333333332,1456.26,1397.638,0.0,567.9633333333333,685.52,12,3,0,NORMAL,0.0,1422.04,0.0,0.0,-454.91666666666674,0.0,0.0,1115.556111111111,0.0
AXIS,2026-01-01 12:40:00,1,0.0,0.0,1635.52,1635.52,1635.52,0.0,621.45,621.45,12,3,0,NORMAL,0.0,967.1233333333332,0.0,0.0,668.3966666666668,0.0,0.0,1341.561111111111,0.0
AXIS,2026-01-01 12:45:00,1,0.0,0.0,795.88,795.88,795.88,0.0,61.57,61.57,12,3,0,NORMAL,0.0,1635.52,0.0,0.0,-839.64,0.0,0.0,1132.8411111111109,0.0
AXIS,2026-01-01 12:50:00,1,0.0,0.0,631.73,631.73,631.73,0.0,133.25,133.25,12,3,0,NORMAL,0.0,795.88,0.0,0.0,-164.14999999999998,0.0,0.0,1021.0433333333332,0.0
AXIS,2026-01-01 12:55:00,1,0.0,0.0,852.78,852.78,852.78,0.0,257.73,257.73,12,3,0,NORMAL,0.0,631.73,0.0,0.0,221.04999999999995,0.0,0.0,760.1299999999998,0.0
AXIS,2026-01-01 13:00:00,1,0.0,0.0,626.44,626.44,626.44,0.0,474.5,474.5,13,3,0,NORMAL,0.0,852.78,0.0,0.0,-226.33999999999992,0.0,0.0,703.6499999999997,0.0
AXIS,2026-01-01 13:05:00,1,0.0,0.0,728.93,728.93,728.93,0.0,68.78,68.78,13,3,0,NORMAL,0.0,626.44,0.0,0.0,102.4899999999999,0.0,0.0,736.0499999999998,0.0
AXIS,2026-01-01 13:10:00,2,50.0,0.0,1120.975,1240.89,1228.8985,0.0,857.1850000000001,1339.42,13,3,0,NORMAL,0.0,728.93,0.0,50.0,392.04499999999996,0.0,16.666666666666668,825.4483333333332,0.0
AXIS,2026-01-01 13:15:00,1,0.0,0.0,1127.97,1127.97,1127.97,0.0,778.28,778.28,13,3,0,NORMAL,50.0,1120.975,0.0,-50.0,6.995000000000118,0.0,16.666666666666668,992.6249999999999,0.0
AXIS,2026-01-01 13:20:00,1,0.0,0.0,1330.57,1330.57,1330.57,0.0,79.97,79.97,13,3,0,NORMAL,0.0,1127.97,0.0,0.0,202.5999999999999,0.0,16.666666666666668,1193.1716666666664,0.0
AXIS,2026-01-01 13:25:00,1,0.0,0.0,656.36,656.36,656.36,0.0,1368.0,1368.0,13,3,0,NORMAL,0.0,1330.57,0.0,0.0,-674.2099999999999,0.0,0.0,1038.2999999999997,0.0
AXIS,2026-01-01 13:30:00,2,0.0,0.0,1133.345,1721.72,1662.8825,0.0,254.245,413.56,13,3,0,NORMAL,0.0,656.36,0.0,0.0,476.985,0.0,0.0,1040.0916666666665,0.0
AXIS,2026-01-01 13:35:00,1,0.0,0.0,581.16,581.16,581.16,0.0,708.01,708.01,13,3,0,NORMAL,0.0,1133.345,0.0,0.0,-552.1850000000001,0.0,0.0,790.2883333333333,0.0
AXIS,2026-01-01 13:40:00,3,33.33333333333333,0.0,964.1333333333332,1026.15,1023.299,0.0,307.48,447.2,13,3,0,NORMAL,0.0,581.16,0.0,33.33333333333333,382.97333333333324,0.0,11.111111111111109,892.8794444444443,0.0
AXIS,2026-01-01 13:45:00,2,0.0,0.0,1272.42,1322.85,1317.807,0.0,437.48,458.47,13,3,0,NORMAL,33.33333333333333,964.1333333333332,0.0,-33.33333333333333,308.28666666666686,0.0,11.111111111111109,939.2377777777778,0.0
AXIS,2026-01-01 13:55:00,2,0.0,0.0,2113.09,2899.52,2820.877,0.0,179.07,253.11,13,3,0,NORMAL,0.0,1272.42,0.0,0.0,840.6700000000001,0.0,11.111111111111109,1449.881111111111,0.0
AXIS,2026-01-01 14:00:00,1,0.0,0.0,766.88,766.88,766.88,0.0,1567.93,1567.93,14,3,0,NORMAL,0.0,2113.09,0.0,0.0,-1346.21,0.0,0.0,1384.13,0.0
AXIS,2026-01-01 14:05:00,2,0.0,0.0,929.48,1047.19,1035.419,0.0,1116.4299999999998,1335.81,14,3,0,NORMAL,0.0,766.88,0.0,0.0,162.60000000000002,0.0,0.0,1269.8166666666668,0.0
AXIS,2026-01-01 14:15:00,6,16.666666666666664,0.0,910.0066666666668,1301.86,1258.425,0.0,505.8433333333333,1674.04,14,3,0,NORMAL,0.0,929.48,0.0,16.666666666666664,-19.473333333333244,0.0,5.5555555555555545,868.7888888888889,0.0
AXIS,2026-01-01 14:20:00,2,0.0,0.0,1216.38,1465.28,1440.39,0.0,388.145,554.25,14,3,0,NORMAL,16.666666666666664,910.0066666666668,0.0,-16.666666666666664,306.37333333333333,0.0,5.5555555555555545,1018.6222222222223,0.0
AXIS,2026-01-01 14:30:00,2,0.0,0.0,891.0899999999999,979.3,970.479,0.0,322.2,460.05,14,3,0,NORMAL,0.0,1216.38,0.0,0.0,-325.2900000000002,0.0,5.5555555555555545,1005.8255555555555,0.0
AXIS,2026-01-01 14:35:00,2,0.0,0.0,828.5,894.57,887.9630000000001,0.0,183.015,297.27,14,3,0,NORMAL,0.0,891.0899999999999,0.0,0.0,-62.58999999999992,0.0,0.0,978.6566666666668,0.0
AXIS,2026-01-01 14:55:00,1,0.0,0.0,1331.36,1331.36,1331.36,0.0,317.93,317.93,14,3,0,NORMAL,0.0,828.5,0.0,0.0,502.8599999999999,0.0,0.0,1016.9833333333332,0.0
AXIS,2026-01-01 15:00:00,2,50.0,0.0,1134.59,1437.01,1406.768,50.0,1458.76,2580.69,15,3,0,NORMAL,0.0,1331.36,0.0,50.0,-196.76999999999998,0.0,16.666666666666668,1098.1499999999999,0.0
AXIS,2026-01-01 15:15:00,3,0.0,0.0,1204.6666666666667,1299.11,1291.514,0.0,824.3966666666666,2098.02,15,3,0,NORMAL,50.0,1134.59,0.0,-50.0,70.07666666666682,0.0,16.666666666666668,1223.5388888888888,0.0
AXIS,2026-01-01 15:20:00,2,0.0,0.0,1467.3049999999998,1596.85,1583.8955,0.0,366.75,563.69,15,3,0,NORMAL,0.0,1204.6666666666667,0.0,0.0,262.6383333333331,0.0,16.666666666666668,1268.8538888888888,0.0
AXIS,2026-01-01 15:30:00,2,0.0,0.0,1611.92,2383.63,2306.459,0.0,1406.49,2521.6,15,3,0,NORMAL,0.0,1467.3049999999998,0.0,0.0,144.61500000000024,0.0,0.0,1427.9638888888887,0.0
AXIS,2026-01-01 15:35:00,1,0.0,0.0,948.0,948.0,948.0,0.0,962.32,962.32,15,3,0,NORMAL,0.0,1611.92,0.0,0.0,-663.9200000000001,0.0,0.0,1342.4083333333333,0.0
AXIS,2026-01-01 15:40:00,3,0.0,0.0,1256.6566666666663,1850.29,1804.42,0.0,419.8766666666666,669.4,15,3,0,NORMAL,0.0,948.0,0.0,0.0,308.6566666666663,0.0,0.0,1272.1922222222222,0.0
AXIS,2026-01-01 15:45:00,1,0.0,0.0,915.24,915.24,915.24,0.0,51.02,51.02,15,3,0,NORMAL,0.0,1256.6566666666663,0.0,0.0,-341.4166666666663,0.0,0.0,1039.9655555555555,0.0
AXIS,2026-01-01 15:55:00,2,0.0,0.0,1106.585,1285.78,1267.8605,0.0,237.585,263.08,15,3,0,NORMAL,0.0,915.24,0.0,0.0,191.34500000000003,0.0,0.0,1092.8272222222222,0.0
AXIS,2026-01-01 16:00:00,4,0.0,0.0,1096.76,1954.53,1813.6784999999995,0.0,577.145,1163.43,16,3,0,NORMAL,0.0,1106.585,0.0,0.0,-9.825000000000045,0.0,0.0,1039.5283333333334,0.0
AXIS,2026-01-01 16:05:00,2,0.0,0.0,1236.15,1475.58,1451.637,0.0,445.185,638.61,16,3,0,NORMAL,0.0,1096.76,0.0,0.0,139.3900000000001,0.0,0.0,1146.4983333333334,0.0
AXIS,2026-01-01 16:15:00,4,0.0,25.0,905.01,1383.81,1297.9499999999998,0.0,323.86,620.83,16,3,0,NORMAL,0.0,1236.15,0.0,0.0,-331.1400000000001,25.0,0.0,1079.3066666666666,8.333333333333334
AXIS,2026-01-01 16:25:00,2,50.0,0.0,1439.745,1978.31,1924.4535,50.0,610.955,860.86,16,3,0,NORMAL,0.0,905.01,25.0,50.0,534.7349999999999,-25.0,16.666666666666668,1193.635,8.333333333333334
AXIS,2026-01-01 16:30:00,1,0.0,0.0,1604.57,1604.57,1604.57,0.0,531.72,531.72,16,3,0,NORMAL,50.0,1439.745,0.0,-50.0,164.82500000000005,0.0,16.666666666666668,1316.4416666666666,8.333333333333334
AXIS,2026-01-01 16:35:00,3,0.0,0.0,740.5300000000001,978.48,943.408,0.0,363.8,571.8,16,3,0,NORMAL,0.0,1604.57,0.0,0.0,-864.0399999999998,0.0,16.666666666666668,1261.615,0.0
AXIS,2026-01-01 16:45:00,2,0.0,0.0,1009.145,1298.83,1269.8615,0.0,862.735,1120.19,16,3,0,NORMAL,0.0,740.5300000000001,0.0,0.0,268.6149999999999,0.0,0.0,1118.0816666666667,0.0
AXIS,2026-01-01 16:50:00,2,0.0,0.0,1070.02,1344.03,1316.629,0.0,1152.265,1990.48,16,3,0,NORMAL,0.0,1009.145,0.0,0.0,60.875,0.0,0.0,939.8983333333334,0.0
AXIS,2026-01-01 16:55:00,1,0.0,0.0,1971.99,1971.99,1971.99,0.0,938.29,938.29,16,3,0,NORMAL,0.0,1070.02,0.0,0.0,901.97,0.0,0.0,1350.385,0.0
AXIS,2026-01-01 17:00:00,1,0.0,0.0,920.81,920.81,920.81,0.0,461.87,461.87,17,3,0,NORMAL,0.0,1971.99,0.0,0.0,-1051.18,0.0,0.0,1320.9399999999998,0.0
AXIS,2026-01-01 17:05:00,2,50.0,0.0,1098.765,1112.03,1110.7035,50.0,3696.505,7337.06,17,3,0,NORMAL,0.0,920.81,0.0,50.0,177.95500000000015,0.0,16.666666666666668,1330.5216666666668,0.0
AXIS,2026-01-01 17:10:00,1,0.0,0.0,1367.72,1367.72,1367.72,0.0,213.58,213.58,17,3,0,NORMAL,50.0,1098.765,0.0,-50.0,268.9549999999999,0.0,16.666666666666668,1129.0983333333334,0.0
AXIS,2026-01-01 17:25:00,5,20.0,0.0,1589.75,2470.24,2302.39,0.0,199.838,468.2,17,3,0,NORMAL,0.0,1367.72,0.0,20.0,222.02999999999997,0.0,23.333333333333332,1352.0783333333334,0.0
AXIS,2026-01-01 17:30:00,5,0.0,0.0,870.936,1169.4,1141.85,0.0,596.178,1152.12,17,3,0,NORMAL,20.0,1589.75,0.0,-20.0,-718.814,0.0,6.666666666666667,1276.1353333333334,0.0
AXIS,2026-01-01 17:35:00,2,0.0,0.0,497.035,533.97,530.2765,0.0,1623.755,2608.48,17,3,0,NORMAL,0.0,870.936,0.0,0.0,-373.901,0.0,6.666666666666667,985.907,0.0
AXIS,2026-01-01 17:40:00,3,0.0,0.0,761.4666666666667,1086.85,1049.572,0.0,154.10333333333332,232.02,17,3,0,NORMAL,0.0,497.035,0.0,0.0,264.4316666666667,0.0,0.0,709.8125555555556,0.0
AXIS,2026-01-01 17:50:00,2,0.0,0.0,792.925,796.91,796.5115,0.0,464.06,651.03,17,3,0,NORMAL,0.0,761.4666666666667,0.0,0.0,31.458333333333258,0.0,0.0,683.8088888888888,0.0
AXIS,2026-01-01 17:55:00,2,0.0,0.0,825.78,1125.75,1095.753,0.0,175.14,254.97,17,3,0,NORMAL,0.0,792.925,0.0,0.0,32.85500000000002,0.0,0.0,793.3905555555556,0.0
